ATTR_NPI,DEF_SUB,ACO_NUM,aco_epi_cnt
1215967039,PPI_IOP_MJRLE_KNEE,A2557,18
1215967039,PPI_IOP_MJRLE_KNEE,A3053,29
1215968300,PPI_IOP_MJRLE_HIP,,21
1215972559,PPI_IOP_MJRLE_HIP,,143
1215972559,PPI_IOP_MJRLE_HIP,A2542,27
1215972559,PPI_IOP_MJRLE_KNEE,,191
1215972559,PPI_IOP_MJRLE_KNEE,A2542,36
1215975040,PPI_IOP_MJRLE_KNEE,,24
1215977574,PPI_IOP_MJRLE_HIP,,100
1215977574,PPI_IOP_MJRLE_HIP,A3229,44
1215977574,PPI_IOP_MJRLE_KNEE,,102
1215977574,PPI_IOP_MJRLE_KNEE,A3229,60
1215978374,PPI_IOP_MJRLE_HIP,,26
1215978374,PPI_IOP_MJRLE_HIP,A2575,52
1215978374,PPI_IOP_MJRLE_HIP,A3325,15
1215978374,PPI_IOP_MJRLE_KNEE,,18
1215978374,PPI_IOP_MJRLE_KNEE,A2575,78
1215978374,PPI_IOP_MJRLE_KNEE,A3325,25
1215983473,PPI_IOP_MJRLE_KNEE,A1290,18
1215983937,PPI_IOP_MJRLE_KNEE,,45
1215983937,PPI_IOP_MJRLE_KNEE,A3580,18
1215983937,PPI_IOP_MJRLE_KNEE,A4968,22
1215984356,PPI_IOP_MJRLE_HIP,,27
1215984356,PPI_IOP_MJRLE_KNEE,,35
1215984356,PPI_IOP_MJRLE_KNEE,A2710,11
1215984752,PPI_IOP_MJRLE_HIP,,17
1215984752,PPI_IOP_MJRLE_KNEE,,37
1215987557,PPI_IOP_MJRLE_HIP,,26
1215987557,PPI_IOP_MJRLE_KNEE,,43
1215987557,PPI_IOP_MJRLE_KNEE,A2029,20
1215988217,PPI_IOP_MJRLE_HIP,,32
1215988217,PPI_IOP_MJRLE_KNEE,,34
1215988613,PPI_IOP_MJRLE_HIP,,38
1215988613,PPI_IOP_MJRLE_HIP,A3325,110
1215988613,PPI_IOP_MJRLE_KNEE,,78
1215988613,PPI_IOP_MJRLE_KNEE,A3325,206
1215992987,PPI_IOP_MJRLE_HIP,,26
1215995675,PPI_IOP_MJRLE_HIP,,15
1215995675,PPI_IOP_MJRLE_HIP,A2098,14
1215995675,PPI_IOP_MJRLE_KNEE,,29
1215995675,PPI_IOP_MJRLE_KNEE,A2098,20
1215995675,PPI_IOP_MJRLE_KNEE,A2684,14
1215995675,PPI_IOP_MJRLE_KNEE,A3075,14
1215997366,PPI_IOP_MJRLE_HIP,,12
1215997366,PPI_IOP_MJRLE_HIP,A2592,12
1215997366,PPI_IOP_MJRLE_KNEE,,17
1215997366,PPI_IOP_MJRLE_KNEE,A2592,18
1215998968,PPI_IOP_MJRLE_HIP,,18
1215998968,PPI_IOP_MJRLE_HIP,A1552,17
1215998968,PPI_IOP_MJRLE_KNEE,A1552,30
1225000573,PPI_IOP_MJRLE_HIP,,28
1225000573,PPI_IOP_MJRLE_HIP,A2575,14
1225000573,PPI_IOP_MJRLE_HIP,A3325,29
1225001019,PPI_IOP_MJRLE_KNEE,,11
1225003213,PPI_IOP_MJRLE_HIP,,81
1225003213,PPI_IOP_MJRLE_KNEE,,41
1225005358,PPI_IOP_MJRLE_HIP,,21
1225005572,PPI_IOP_MJRLE_HIP,,48
1225005572,PPI_IOP_MJRLE_KNEE,,56
1225005572,PPI_IOP_MJRLE_KNEE,A4778,21
1225009707,PPI_IOP_MJRLE_HIP,,60
1225009707,PPI_IOP_MJRLE_HIP,A2543,12
1225009707,PPI_IOP_MJRLE_HIP,A3629,13
1225009707,PPI_IOP_MJRLE_HIP,A4604,17
1225009707,PPI_IOP_MJRLE_KNEE,,61
1225009707,PPI_IOP_MJRLE_KNEE,A3629,11
1225010689,PPI_IOP_MJRLE_HIP,,56
1225010689,PPI_IOP_MJRLE_HIP,A4979,17
1225010689,PPI_IOP_MJRLE_KNEE,,111
1225010689,PPI_IOP_MJRLE_KNEE,A3603,12
1225010689,PPI_IOP_MJRLE_KNEE,A4979,38
1225011919,PPI_IOP_MJRLE_KNEE,,82
1225011968,PPI_IOP_MJRLE_HIP,,40
1225011968,PPI_IOP_MJRLE_KNEE,,51
1225014277,PPI_IOP_MJRLE_HIP,A1552,13
1225014277,PPI_IOP_MJRLE_KNEE,,20
1225014277,PPI_IOP_MJRLE_KNEE,A1552,31
1225014277,PPI_IOP_MJRLE_KNEE,A3723,28
1225017528,PPI_IOP_MJRLE_KNEE,,37
1225017528,PPI_IOP_MJRLE_KNEE,A1749,13
1225017619,PPI_IOP_MJRLE_KNEE,,31
1225017619,PPI_IOP_MJRLE_KNEE,A2500,31
1225019466,PPI_IOP_MJRLE_KNEE,A4641,13
1225023146,PPI_IOP_MJRLE_KNEE,,30
1225023989,PPI_IOP_MJRLE_KNEE,,18
1225023989,PPI_IOP_MJRLE_KNEE,A2592,12
1225027790,PPI_IOP_MJRLE_HIP,,18
1225027790,PPI_IOP_MJRLE_KNEE,,40
1225027931,PPI_IOP_MJRLE_HIP,,18
1225027931,PPI_IOP_MJRLE_KNEE,,40
1225031206,PPI_IOP_MJRLE_KNEE,,36
1225031206,PPI_IOP_MJRLE_KNEE,A3664,17
1225033350,PPI_IOP_MJRLE_HIP,,34
1225033350,PPI_IOP_MJRLE_KNEE,,98
1225033350,PPI_IOP_MJRLE_KNEE,A1175,13
1225034341,PPI_IOP_MJRLE_HIP,,22
1225034341,PPI_IOP_MJRLE_KNEE,,37
1225034341,PPI_IOP_MJRLE_KNEE,A2286,15
1225035488,PPI_IOP_MJRLE_HIP,,159
1225035488,PPI_IOP_MJRLE_KNEE,,160
1225036569,PPI_IOP_MJRLE_HIP,,29
1225036569,PPI_IOP_MJRLE_KNEE,,103
1225036569,PPI_IOP_MJRLE_KNEE,A3762,13
1225036916,PPI_IOP_MJRLE_HIP,,44
1225036916,PPI_IOP_MJRLE_HIP,A1459,25
1225036916,PPI_IOP_MJRLE_HIP,A3273,14
1225036916,PPI_IOP_MJRLE_KNEE,,45
1225036916,PPI_IOP_MJRLE_KNEE,A1459,42
1225036916,PPI_IOP_MJRLE_KNEE,A3273,28
1225036916,PPI_IOP_MJRLE_KNEE,A3287,14
1225036916,PPI_IOP_MJRLE_KNEE,A4568,18
1225036924,PPI_IOP_MJRLE_HIP,,12
1225036924,PPI_IOP_MJRLE_KNEE,,19
1225037559,PPI_IOP_MJRLE_KNEE,,25
1225038383,PPI_IOP_MJRLE_HIP,,17
1225038383,PPI_IOP_MJRLE_KNEE,,25
1225038383,PPI_IOP_MJRLE_KNEE,A3280,14
1225038482,PPI_IOP_MJRLE_KNEE,,14
1225038482,PPI_IOP_MJRLE_KNEE,A3280,11
1225038532,PPI_IOP_MJRLE_HIP,,45
1225038532,PPI_IOP_MJRLE_HIP,A3289,58
1225038532,PPI_IOP_MJRLE_KNEE,,146
1225038532,PPI_IOP_MJRLE_KNEE,A3289,149
1225052186,PPI_IOP_MJRLE_HIP,,80
1225052186,PPI_IOP_MJRLE_HIP,A1297,15
1225052186,PPI_IOP_MJRLE_KNEE,,86
1225052186,PPI_IOP_MJRLE_KNEE,A1297,23
1225052186,PPI_IOP_MJRLE_KNEE,A3317,12
1225052186,PPI_IOP_MJRLE_KNEE,A3475,15
1225053408,PPI_IOP_MJRLE_HIP,,20
1225055734,PPI_IOP_MJRLE_HIP,,20
1225055734,PPI_IOP_MJRLE_HIP,A2592,13
1225064017,PPI_IOP_MJRLE_HIP,,126
1225064017,PPI_IOP_MJRLE_HIP,A4617,34
1225064017,PPI_IOP_MJRLE_KNEE,,49
1225064017,PPI_IOP_MJRLE_KNEE,A4617,16
1225065410,PPI_IOP_MJRLE_HIP,,41
1225065410,PPI_IOP_MJRLE_KNEE,,56
1225067127,PPI_IOP_MJRLE_HIP,,39
1225067127,PPI_IOP_MJRLE_HIP,A2880,58
1225067127,PPI_IOP_MJRLE_HIP,A3566,17
1225067127,PPI_IOP_MJRLE_KNEE,,139
1225067127,PPI_IOP_MJRLE_KNEE,A2880,95
1225067127,PPI_IOP_MJRLE_KNEE,A3566,29
1225069057,PPI_IOP_MJRLE_KNEE,,60
1225069057,PPI_IOP_MJRLE_KNEE,A4604,49
1225074925,PPI_IOP_MJRLE_HIP,,28
1225074925,PPI_IOP_MJRLE_HIP,A4737,27
1225074925,PPI_IOP_MJRLE_KNEE,,76
1225074925,PPI_IOP_MJRLE_KNEE,A4737,59
1225076094,PPI_IOP_MJRLE_KNEE,,23
1225078371,PPI_IOP_MJRLE_HIP,,109
1225078371,PPI_IOP_MJRLE_KNEE,,103
1225083256,PPI_IOP_MJRLE_HIP,,27
1225083256,PPI_IOP_MJRLE_HIP,A4711,17
1225083256,PPI_IOP_MJRLE_KNEE,,11
1225086747,PPI_IOP_MJRLE_HIP,,25
1225093982,PPI_IOP_MJRLE_HIP,,86
1225093982,PPI_IOP_MJRLE_HIP,A3454,36
1225093982,PPI_IOP_MJRLE_HIP,A4604,20
1225093982,PPI_IOP_MJRLE_KNEE,,117
1225093982,PPI_IOP_MJRLE_KNEE,A2559,17
1225093982,PPI_IOP_MJRLE_KNEE,A3454,61
1225093982,PPI_IOP_MJRLE_KNEE,A4604,30
1225094352,PPI_IOP_MJRLE_HIP,,53
1225094352,PPI_IOP_MJRLE_KNEE,,82
1225098916,PPI_IOP_MJRLE_KNEE,A3547,12
1225113038,PPI_IOP_MJRLE_KNEE,,12
1225124076,PPI_IOP_MJRLE_HIP,,43
1225124076,PPI_IOP_MJRLE_HIP,A2342,17
1225124076,PPI_IOP_MJRLE_KNEE,,127
1225124076,PPI_IOP_MJRLE_KNEE,A2342,44
1225133226,PPI_IOP_MJRLE_HIP,,63
1225133226,PPI_IOP_MJRLE_KNEE,,121
1225133226,PPI_IOP_MJRLE_KNEE,A3724,12
1225133424,PPI_IOP_MJRLE_KNEE,,46
1225135999,PPI_IOP_MJRLE_HIP,,23
1225164346,PPI_IOP_MJRLE_HIP,,21
1225164346,PPI_IOP_MJRLE_HIP,A1066,30
1225164346,PPI_IOP_MJRLE_KNEE,,20
1225164346,PPI_IOP_MJRLE_KNEE,A1066,19
1225169279,PPI_IOP_MJRLE_KNEE,,89
1225175524,PPI_IOP_MJRLE_HIP,,14
1225175524,PPI_IOP_MJRLE_KNEE,,42
1225175524,PPI_IOP_MJRLE_KNEE,A2251,11
1225179526,PPI_IOP_MJRLE_HIP,,52
1225179526,PPI_IOP_MJRLE_HIP,A3504,18
1225179526,PPI_IOP_MJRLE_HIP,A3675,30
1225179526,PPI_IOP_MJRLE_HIP,A4558,11
1225179526,PPI_IOP_MJRLE_KNEE,,30
1225179526,PPI_IOP_MJRLE_KNEE,A3504,14
1225179526,PPI_IOP_MJRLE_KNEE,A3675,26
1225184997,PPI_IOP_MJRLE_HIP,,18
1225184997,PPI_IOP_MJRLE_KNEE,,31
1225188873,PPI_IOP_MJRLE_HIP,,25
1225188873,PPI_IOP_MJRLE_KNEE,,23
1225189731,PPI_IOP_MJRLE_HIP,,17
1225200215,PPI_IOP_MJRLE_HIP,,12
1225201668,PPI_IOP_MJRLE_HIP,,24
1225201668,PPI_IOP_MJRLE_KNEE,,13
1225203946,PPI_IOP_MJRLE_KNEE,,15
1225204845,PPI_IOP_MJRLE_HIP,,75
1225204845,PPI_IOP_MJRLE_HIP,A4777,24
1225204845,PPI_IOP_MJRLE_KNEE,,18
1225205818,PPI_IOP_MJRLE_HIP,,30
1225205818,PPI_IOP_MJRLE_HIP,A3391,15
1225205818,PPI_IOP_MJRLE_KNEE,,68
1225205818,PPI_IOP_MJRLE_KNEE,A3391,26
1225217011,PPI_IOP_MJRLE_HIP,,27
1225220551,PPI_IOP_MJRLE_HIP,,16
1225220551,PPI_IOP_MJRLE_HIP,A2762,16
1225220551,PPI_IOP_MJRLE_KNEE,A2762,13
1225228901,PPI_IOP_MJRLE_KNEE,,65
1225228901,PPI_IOP_MJRLE_KNEE,A2811,44
1225233489,PPI_IOP_MJRLE_HIP,,21
1225234511,PPI_IOP_MJRLE_HIP,A4968,15
1225234511,PPI_IOP_MJRLE_KNEE,,40
1225234511,PPI_IOP_MJRLE_KNEE,A3580,54
1225234511,PPI_IOP_MJRLE_KNEE,A4604,12
1225234511,PPI_IOP_MJRLE_KNEE,A4968,55
1225241060,PPI_IOP_MJRLE_HIP,,118
1225241060,PPI_IOP_MJRLE_HIP,A2975,18
1225241060,PPI_IOP_MJRLE_KNEE,,61
1225241060,PPI_IOP_MJRLE_KNEE,A2975,13
1225246044,PPI_IOP_MJRLE_HIP,,134
1225246044,PPI_IOP_MJRLE_KNEE,,170
1225246044,PPI_IOP_MJRLE_KNEE,A4556,27
1225252604,PPI_IOP_MJRLE_HIP,,22
1225252604,PPI_IOP_MJRLE_KNEE,,43
1225264005,PPI_IOP_MJRLE_HIP,,51
1225264005,PPI_IOP_MJRLE_HIP,A1297,25
1225264005,PPI_IOP_MJRLE_KNEE,,30
1225265101,PPI_IOP_MJRLE_KNEE,A3379,11
1225267370,PPI_IOP_MJRLE_HIP,,24
1225267370,PPI_IOP_MJRLE_HIP,A2975,18
1225267370,PPI_IOP_MJRLE_KNEE,,23
1225267370,PPI_IOP_MJRLE_KNEE,A2975,31
1225272396,PPI_IOP_MJRLE_HIP,,158
1225272396,PPI_IOP_MJRLE_HIP,A4949,36
1225272396,PPI_IOP_MJRLE_KNEE,,102
1225272396,PPI_IOP_MJRLE_KNEE,A4949,44
1225287428,PPI_IOP_MJRLE_HIP,,29
1225287428,PPI_IOP_MJRLE_HIP,A3289,40
1225287428,PPI_IOP_MJRLE_KNEE,,36
1225287428,PPI_IOP_MJRLE_KNEE,A3289,44
1225290752,PPI_IOP_MJRLE_HIP,,12
1225290752,PPI_IOP_MJRLE_KNEE,,16
1225291545,PPI_IOP_MJRLE_HIP,,68
1225291545,PPI_IOP_MJRLE_KNEE,,62
1225295165,PPI_IOP_MJRLE_HIP,,37
1225295165,PPI_IOP_MJRLE_HIP,A4824,49
1225295165,PPI_IOP_MJRLE_KNEE,,45
1225295165,PPI_IOP_MJRLE_KNEE,A4824,75
1225297237,PPI_IOP_MJRLE_HIP,,16
1225297237,PPI_IOP_MJRLE_KNEE,,11
1225320906,PPI_IOP_MJRLE_HIP,,77
1225320906,PPI_IOP_MJRLE_HIP,A1535,18
1225320906,PPI_IOP_MJRLE_HIP,A2424,11
1225320906,PPI_IOP_MJRLE_HIP,A3899,21
1225320906,PPI_IOP_MJRLE_KNEE,,73
1225320906,PPI_IOP_MJRLE_KNEE,A1535,13
1225320906,PPI_IOP_MJRLE_KNEE,A4992,14
1225323462,PPI_IOP_MJRLE_HIP,,45
1225323462,PPI_IOP_MJRLE_HIP,A1061,47
1225323462,PPI_IOP_MJRLE_KNEE,,20
1225323462,PPI_IOP_MJRLE_KNEE,A1061,54
1225323462,PPI_IOP_MJRLE_KNEE,A3840,11
1225326960,PPI_IOP_MJRLE_HIP,,103
1225326960,PPI_IOP_MJRLE_KNEE,,84
1225327364,PPI_IOP_MJRLE_HIP,,18
1225327364,PPI_IOP_MJRLE_KNEE,,28
1225329972,PPI_IOP_MJRLE_HIP,,41
1225329972,PPI_IOP_MJRLE_HIP,A2024,18
1225329972,PPI_IOP_MJRLE_HIP,A3318,12
1225329972,PPI_IOP_MJRLE_KNEE,,47
1225329972,PPI_IOP_MJRLE_KNEE,A2024,19
1225329972,PPI_IOP_MJRLE_KNEE,A3318,15
1225338932,PPI_IOP_MJRLE_HIP,,27
1225338932,PPI_IOP_MJRLE_HIP,A1175,21
1225338932,PPI_IOP_MJRLE_KNEE,,21
1225349665,PPI_IOP_MJRLE_HIP,,20
1225349665,PPI_IOP_MJRLE_HIP,A3317,15
1225349665,PPI_IOP_MJRLE_KNEE,,18
1225349665,PPI_IOP_MJRLE_KNEE,A3317,15
1225355241,PPI_IOP_MJRLE_HIP,,114
1225355241,PPI_IOP_MJRLE_HIP,A3825,59
1225355241,PPI_IOP_MJRLE_KNEE,,111
1225355241,PPI_IOP_MJRLE_KNEE,A3825,42
1225356074,PPI_IOP_MJRLE_HIP,,33
1225356074,PPI_IOP_MJRLE_KNEE,,36
1225357189,PPI_IOP_MJRLE_HIP,,140
1225357189,PPI_IOP_MJRLE_HIP,A2916,12
1225357189,PPI_IOP_MJRLE_HIP,A4842,12
1225357189,PPI_IOP_MJRLE_KNEE,,351
1225357189,PPI_IOP_MJRLE_KNEE,A2916,23
1225357189,PPI_IOP_MJRLE_KNEE,A4527,16
1225357189,PPI_IOP_MJRLE_KNEE,A4842,31
1225357189,PPI_IOP_MJRLE_KNEE,A4992,17
1225357668,PPI_IOP_MJRLE_KNEE,,14
1225357668,PPI_IOP_MJRLE_KNEE,A2500,20
1225394430,PPI_IOP_MJRLE_HIP,,120
1225394430,PPI_IOP_MJRLE_KNEE,,98
1225395361,PPI_IOP_MJRLE_KNEE,,21
1225410905,PPI_IOP_MJRLE_HIP,,17
1225410905,PPI_IOP_MJRLE_KNEE,,11
1225419617,PPI_IOP_MJRLE_KNEE,,11
1225444045,PPI_IOP_MJRLE_HIP,,28
1225444045,PPI_IOP_MJRLE_HIP,A3454,13
1225454044,PPI_IOP_MJRLE_KNEE,,14
1225472319,PPI_IOP_MJRLE_HIP,,41
1225472319,PPI_IOP_MJRLE_KNEE,,42
1225472822,PPI_IOP_MJRLE_HIP,,31
1225472822,PPI_IOP_MJRLE_HIP,A5124,11
1225473671,PPI_IOP_MJRLE_HIP,,48
1225473671,PPI_IOP_MJRLE_KNEE,,31
1225479876,PPI_IOP_MJRLE_HIP,,36
1225479876,PPI_IOP_MJRLE_HIP,A3287,13
1225491483,PPI_IOP_MJRLE_HIP,,11
1235101056,PPI_IOP_MJRLE_HIP,,16
1235104621,PPI_IOP_MJRLE_HIP,,59
1235104621,PPI_IOP_MJRLE_HIP,A2205,16
1235104621,PPI_IOP_MJRLE_HIP,A3864,14
1235104621,PPI_IOP_MJRLE_KNEE,,64
1235104621,PPI_IOP_MJRLE_KNEE,A1540,24
1235104621,PPI_IOP_MJRLE_KNEE,A2205,40
1235104621,PPI_IOP_MJRLE_KNEE,A3864,21
1235104639,PPI_IOP_MJRLE_HIP,,178
1235104639,PPI_IOP_MJRLE_KNEE,,195
1235105263,PPI_IOP_MJRLE_HIP,,25
1235105263,PPI_IOP_MJRLE_HIP,A2844,15
1235105263,PPI_IOP_MJRLE_KNEE,,54
1235105263,PPI_IOP_MJRLE_KNEE,A2844,44
1235105545,PPI_IOP_MJRLE_HIP,,32
1235105545,PPI_IOP_MJRLE_HIP,A3563,59
1235105545,PPI_IOP_MJRLE_KNEE,,37
1235105545,PPI_IOP_MJRLE_KNEE,A3563,59
1235107053,PPI_IOP_MJRLE_HIP,,19
1235107053,PPI_IOP_MJRLE_HIP,A4824,43
1235107053,PPI_IOP_MJRLE_KNEE,A4824,44
1235107087,PPI_IOP_MJRLE_HIP,,13
1235107087,PPI_IOP_MJRLE_KNEE,,32
1235108119,PPI_IOP_MJRLE_HIP,,42
1235108119,PPI_IOP_MJRLE_HIP,A2729,17
1235108119,PPI_IOP_MJRLE_KNEE,,45
1235108119,PPI_IOP_MJRLE_KNEE,A1262,18
1235108119,PPI_IOP_MJRLE_KNEE,A2729,31
1235108952,PPI_IOP_MJRLE_HIP,,32
1235108952,PPI_IOP_MJRLE_HIP,A1552,76
1235108952,PPI_IOP_MJRLE_KNEE,,26
1235108952,PPI_IOP_MJRLE_KNEE,A1552,59
1235110222,PPI_IOP_MJRLE_KNEE,,48
1235110255,PPI_IOP_MJRLE_KNEE,,14
1235111204,PPI_IOP_MJRLE_KNEE,,36
1235111204,PPI_IOP_MJRLE_KNEE,A2098,15
1235113234,PPI_IOP_MJRLE_HIP,,144
1235113234,PPI_IOP_MJRLE_HIP,A4649,53
1235113234,PPI_IOP_MJRLE_KNEE,,226
1235113234,PPI_IOP_MJRLE_KNEE,A4649,69
1235115593,PPI_IOP_MJRLE_KNEE,,21
1235115593,PPI_IOP_MJRLE_KNEE,A1552,25
1235115593,PPI_IOP_MJRLE_KNEE,A3723,17
1235120635,PPI_IOP_MJRLE_HIP,,22
1235120635,PPI_IOP_MJRLE_KNEE,,43
1235121005,PPI_IOP_MJRLE_HIP,,21
1235121005,PPI_IOP_MJRLE_KNEE,,19
1235121138,PPI_IOP_MJRLE_KNEE,,24
1235122573,PPI_IOP_MJRLE_HIP,,15
1235122573,PPI_IOP_MJRLE_KNEE,,43
1235122573,PPI_IOP_MJRLE_KNEE,A3825,15
1235124314,PPI_IOP_MJRLE_KNEE,,50
1235124314,PPI_IOP_MJRLE_KNEE,A2067,11
1235124736,PPI_IOP_MJRLE_HIP,,21
1235125469,PPI_IOP_MJRLE_HIP,,14
1235125469,PPI_IOP_MJRLE_HIP,A2598,15
1235125469,PPI_IOP_MJRLE_HIP,A4641,13
1235129081,PPI_IOP_MJRLE_ANKLE,,24
1235129594,PPI_IOP_MJRLE_HIP,A2598,17
1235129594,PPI_IOP_MJRLE_KNEE,A2598,24
1235131541,PPI_IOP_MJRLE_HIP,A2597,16
1235131541,PPI_IOP_MJRLE_KNEE,A2597,17
1235131855,PPI_IOP_MJRLE_HIP,,20
1235131855,PPI_IOP_MJRLE_KNEE,,29
1235132465,PPI_IOP_MJRLE_KNEE,,27
1235132465,PPI_IOP_MJRLE_KNEE,A1638,18
1235132903,PPI_IOP_MJRLE_HIP,,19
1235132903,PPI_IOP_MJRLE_HIP,A2098,19
1235132903,PPI_IOP_MJRLE_KNEE,,23
1235132903,PPI_IOP_MJRLE_KNEE,A2098,25
1235132903,PPI_IOP_MJRLE_KNEE,A3454,11
1235133679,PPI_IOP_MJRLE_HIP,,91
1235133679,PPI_IOP_MJRLE_HIP,A2616,17
1235133679,PPI_IOP_MJRLE_KNEE,,276
1235133679,PPI_IOP_MJRLE_KNEE,A2616,30
1235134560,PPI_IOP_MJRLE_HIP,,125
1235134560,PPI_IOP_MJRLE_KNEE,,139
1235135823,PPI_IOP_MJRLE_HIP,A4692,17
1235135823,PPI_IOP_MJRLE_KNEE,,37
1235135823,PPI_IOP_MJRLE_KNEE,A4692,33
1235139452,PPI_IOP_MJRLE_KNEE,A3289,13
1235140211,PPI_IOP_MJRLE_KNEE,,15
1235141334,PPI_IOP_MJRLE_HIP,,23
1235141334,PPI_IOP_MJRLE_KNEE,,58
1235142183,PPI_IOP_MJRLE_HIP,,20
1235142183,PPI_IOP_MJRLE_HIP,A2695,29
1235142183,PPI_IOP_MJRLE_KNEE,,15
1235142183,PPI_IOP_MJRLE_KNEE,A2695,16
1235159591,PPI_IOP_MJRLE_KNEE,,55
1235160847,PPI_IOP_MJRLE_HIP,,48
1235164138,PPI_IOP_MJRLE_HIP,,21
1235164138,PPI_IOP_MJRLE_KNEE,,17
1235170762,PPI_IOP_MJRLE_HIP,,23
1235170762,PPI_IOP_MJRLE_KNEE,,16
1235170762,PPI_IOP_MJRLE_KNEE,A3323,20
1235170812,PPI_IOP_MJRLE_KNEE,,24
1235171406,PPI_IOP_MJRLE_HIP,A4692,42
1235171406,PPI_IOP_MJRLE_KNEE,,23
1235171406,PPI_IOP_MJRLE_KNEE,A4692,52
1235177023,PPI_IOP_MJRLE_KNEE,,22
1235177023,PPI_IOP_MJRLE_KNEE,A2587,47
1235179656,PPI_IOP_MJRLE_KNEE,,37
1235179896,PPI_IOP_MJRLE_HIP,,14
1235180894,PPI_IOP_MJRLE_KNEE,A1033,21
1235185448,PPI_IOP_MJRLE_HIP,,11
1235187030,PPI_IOP_MJRLE_HIP,,55
1235187030,PPI_IOP_MJRLE_HIP,A3687,22
1235187030,PPI_IOP_MJRLE_KNEE,,69
1235187030,PPI_IOP_MJRLE_KNEE,A3687,44
1235187246,PPI_IOP_MJRLE_KNEE,,54
1235187246,PPI_IOP_MJRLE_KNEE,A5032,12
1235190091,PPI_IOP_MJRLE_KNEE,,42
1235190091,PPI_IOP_MJRLE_KNEE,A1001,16
1235190091,PPI_IOP_MJRLE_KNEE,A3588,38
1235190364,PPI_IOP_MJRLE_HIP,,23
1235190364,PPI_IOP_MJRLE_KNEE,,37
1235195843,PPI_IOP_MJRLE_HIP,,61
1235195843,PPI_IOP_MJRLE_HIP,A2000,13
1235195843,PPI_IOP_MJRLE_HIP,A4629,36
1235195843,PPI_IOP_MJRLE_KNEE,,58
1235195843,PPI_IOP_MJRLE_KNEE,A1749,12
1235195843,PPI_IOP_MJRLE_KNEE,A4629,52
1235199910,PPI_IOP_MJRLE_HIP,,21
1235199910,PPI_IOP_MJRLE_HIP,A4657,12
1235199910,PPI_IOP_MJRLE_KNEE,,40
1235199910,PPI_IOP_MJRLE_KNEE,A4657,28
1235208794,PPI_IOP_MJRLE_KNEE,,12
1235219882,PPI_IOP_MJRLE_HIP,,29
1235219882,PPI_IOP_MJRLE_KNEE,,63
1235225376,PPI_IOP_MJRLE_HIP,,25
1235225376,PPI_IOP_MJRLE_KNEE,,21
1235234428,PPI_IOP_MJRLE_KNEE,,104
1235234428,PPI_IOP_MJRLE_KNEE,A1552,18
1235235490,PPI_IOP_MJRLE_HIP,,14
1235236209,PPI_IOP_MJRLE_KNEE,A1063,11
1235236233,PPI_IOP_MJRLE_HIP,,13
1235236233,PPI_IOP_MJRLE_KNEE,,16
1235236993,PPI_IOP_MJRLE_KNEE,,52
1235237744,PPI_IOP_MJRLE_HIP,,29
1235237744,PPI_IOP_MJRLE_KNEE,,51
1235238239,PPI_IOP_MJRLE_HIP,,13
1235238858,PPI_IOP_MJRLE_HIP,,17
1235238858,PPI_IOP_MJRLE_KNEE,,23
1235244054,PPI_IOP_MJRLE_HIP,,20
1235245135,PPI_IOP_MJRLE_HIP,,103
1235245135,PPI_IOP_MJRLE_HIP,A3834,12
1235245135,PPI_IOP_MJRLE_HIP,A4559,17
1235245135,PPI_IOP_MJRLE_HIP,A4563,16
1235245135,PPI_IOP_MJRLE_KNEE,,249
1235245135,PPI_IOP_MJRLE_KNEE,A3834,32
1235245135,PPI_IOP_MJRLE_KNEE,A4559,39
1235245135,PPI_IOP_MJRLE_KNEE,A4563,30
1235245135,PPI_IOP_MJRLE_KNEE,A4641,12
1235245135,PPI_IOP_MJRLE_KNEE,A4922,11
1235245135,PPI_IOP_MJRLE_KNEE,A5088,14
1235247941,PPI_IOP_MJRLE_HIP,,20
1235248279,PPI_IOP_MJRLE_KNEE,,53
1235248279,PPI_IOP_MJRLE_KNEE,A3739,32
1235267568,PPI_IOP_MJRLE_HIP,,68
1235267568,PPI_IOP_MJRLE_KNEE,,123
1235289596,PPI_IOP_MJRLE_HIP,,63
1235289596,PPI_IOP_MJRLE_HIP,A3633,29
1235289596,PPI_IOP_MJRLE_KNEE,,47
1235289596,PPI_IOP_MJRLE_KNEE,A3633,19
1235291576,PPI_IOP_MJRLE_KNEE,,109
1235302696,PPI_IOP_MJRLE_HIP,,115
1235302696,PPI_IOP_MJRLE_HIP,A1694,32
1235302696,PPI_IOP_MJRLE_KNEE,,130
1235302696,PPI_IOP_MJRLE_KNEE,A1694,46
1235333188,PPI_IOP_MJRLE_KNEE,,14
1235333188,PPI_IOP_MJRLE_KNEE,A2342,24
1235345745,PPI_IOP_MJRLE_HIP,,21
1235345745,PPI_IOP_MJRLE_HIP,A3554,24
1235345745,PPI_IOP_MJRLE_HIP,A3621,43
1235345745,PPI_IOP_MJRLE_KNEE,,27
1235345745,PPI_IOP_MJRLE_KNEE,A3554,18
1235345745,PPI_IOP_MJRLE_KNEE,A3621,53
1235350836,PPI_IOP_MJRLE_HIP,,17
1235350836,PPI_IOP_MJRLE_KNEE,,31
1235355397,PPI_IOP_MJRLE_HIP,,48
1235355397,PPI_IOP_MJRLE_KNEE,,29
1235367053,PPI_IOP_MJRLE_HIP,,103
1235367053,PPI_IOP_MJRLE_HIP,A2057,12
