CCN,WI,Year
190261,0.8177,2018
190263,0.769,2018
190266,0.7638,2018
190267,0.8516,2018
190268,0.769,2018
190270,0.8516,2018
190274,0.8283,2018
190278,0.8614,2018
190297,0.7087,2018
190298,0.8293,2018
190300,0.8283,2018
190302,0.8283,2018
190303,0.8516,2018
190304,0.769,2018
190307,0.7542,2018
190308,0.8283,2018
190312,0.7627,2018
190313,0.8283,2018
200001,1.0189,2018
200002,0.8826,2018
200008,1.023,2018
200009,1.023,2018
200018,0.8595,2018
200019,1.023,2018
200020,1.023,2018
200021,1.023,2018
200024,0.9622,2018
200025,1.023,2018
200031,0.8595,2018
200033,1.0189,2018
200034,0.9622,2018
200037,0.8595,2018
200039,0.9622,2018
200040,1.023,2018
200041,0.8595,2018
200050,1.0189,2018
200052,0.8595,2018
200063,0.8595,2018
210001,0.9093,2018
210002,0.9382,2018
210003,1.0194,2018
210004,0.9907,2018
210005,0.9521,2018
210006,0.9382,2018
210008,0.9382,2018
210009,0.9382,2018
210011,0.9382,2018
210012,0.9382,2018
210013,0.9382,2018
210015,0.9382,2018
210016,0.9907,2018
210017,0.8859,2018
210018,0.9907,2018
210019,0.9359,2018
210022,0.9907,2018
210023,0.9482,2018
210024,0.9382,2018
210027,0.8834,2018
210028,0.9409,2018
210029,0.9382,2018
210030,0.9413,2018
210032,1.0949,2018
210033,0.9382,2018
210034,0.9382,2018
210035,1.0194,2018
210037,0.8991,2018
210038,0.9382,2018
210039,1.0194,2018
210040,0.9382,2018
210043,0.9482,2018
210044,0.9382,2018
210045,0.9359,2018
210048,0.9382,2018
210049,0.9382,2018
210051,1.0194,2018
210054,1.0194,2018
210055,1.0194,2018
210056,0.9382,2018
210057,0.9907,2018
210058,0.9382,2018
210060,1.0194,2018
210061,0.9359,2018
210062,1.0194,2018
210063,0.9382,2018
210064,0.9382,2018
210065,0.9907,2018
220B74,1.3042,2018
220001,1.2424,2018
220002,1.2424,2018
220008,1.2424,2018
220010,1.2424,2018
220011,1.2424,2018
220012,1.3313,2018
220015,1.2424,2018
220016,1.2424,2018
220017,1.3042,2018
220019,1.2424,2018
220020,1.2471,2018
220024,1.2424,2018
220029,1.2424,2018
220030,1.2424,2018
220031,1.3042,2018
220033,1.2424,2018
220035,1.2424,2018
220036,1.3042,2018
220046,1.2424,2018
220049,1.2424,2018
220050,1.2424,2018
220052,1.3042,2018
220058,1.2424,2018
220060,1.3042,2018
220062,1.2424,2018
220063,1.2424,2018
220065,1.2424,2018
220066,1.2424,2018
220067,1.3042,2018
220070,1.2424,2018
220071,1.3042,2018
220073,1.2424,2018
220074,1.2424,2018
220075,1.3042,2018
220077,1.2424,2018
220080,1.2424,2018
220082,1.2506,2018
220083,1.3042,2018
220084,1.2424,2018
220086,1.3042,2018
220088,1.3042,2018
220090,1.2424,2018
220095,1.2424,2018
220098,1.2424,2018
220100,1.3042,2018
220101,1.2424,2018
220105,1.2424,2018
220108,1.3042,2018
220110,1.3042,2018
220111,1.3042,2018
220116,1.3042,2018
220119,1.3042,2018
220126,1.3042,2018
220135,1.3313,2018
220163,1.2424,2018
220171,1.2424,2018
220174,1.2424,2018
220175,1.2424,2018
220176,1.2424,2018
220177,1.2424,2018
230B04,0.993,2018
230002,0.9261,2018
230003,0.9078,2018
230004,0.9491,2018
230005,0.9261,2018
230013,1.0053,2018
230015,0.8897,2018
230017,0.9599,2018
230019,1.0053,2018
230020,0.9261,2018
230021,0.9212,2018
230022,0.979,2018
230024,0.9261,2018
230029,1.0053,2018
230030,0.8885,2018
230031,0.9639,2018
230035,0.8885,2018
230036,0.9185,2018
230037,0.9261,2018
230038,0.9078,2018
230040,0.8341,2018
230041,1.0183,2018
230046,0.9923,2018
230047,0.9639,2018
230053,0.9261,2018
230054,0.9095,2018
230055,0.8341,2018
230058,0.8341,2018
230059,0.9078,2018
230066,0.9491,2018
230069,0.9639,2018
230070,0.9185,2018
230071,1.0053,2018
230072,0.9078,2018
230075,0.9212,2018
230077,0.9185,2018
230078,0.8341,2018
230080,0.9185,2018
230081,0.8341,2018
230085,0.9599,2018
230089,0.9261,2018
230092,0.979,2018
230093,0.8575,2018
230095,0.8536,2018
230096,0.8897,2018
230097,0.8885,2018
230099,0.9261,2018
230100,0.8341,2018
230104,0.9261,2018
230105,0.9185,2018
230108,0.8341,2018
230110,0.8341,2018
230113,0.9261,2018
230117,0.9599,2018
230118,0.8483,2018
230121,0.979,2018
230130,1.0053,2018
230132,1.1084,2018
230133,0.8341,2018
230141,1.1084,2018
230142,0.9261,2018
230144,0.9923,2018
230146,0.9261,2018
230151,1.0053,2018
230156,0.9923,2018
230165,0.9261,2018
230167,1.032,2018
230174,0.9078,2018
230175,0.9261,2018
230176,0.9261,2018
230180,0.8385,2018
230193,1.0053,2018
230195,0.9639,2018
230197,1.1084,2018
230207,1.0053,2018
230208,0.8885,2018
230216,0.9639,2018
230217,0.8862,2018
230222,0.9185,2018
230227,0.9639,2018
230230,1.032,2018
230236,0.9078,2018
230239,0.8341,2018
230241,0.9639,2018
230244,0.9261,2018
230254,1.0053,2018
230259,0.9923,2018
230264,0.9639,2018
230269,1.0053,2018
230270,0.9261,2018
230273,0.9261,2018
230275,0.9185,2018
230277,1.0053,2018
230278,0.9261,2018
230279,0.9639,2018
230297,0.9261,2018
230301,1.0053,2018
230302,1.0053,2018
230303,0.8341,2018
230304,0.9639,2018
240001,1.1081,2018
240002,1.0178,2018
240004,1.1081,2018
240006,1.3425,2018
240010,1.3425,2018
240014,1.1081,2018
240018,1.0857,2018
240019,1.0178,2018
240020,1.1081,2018
240022,0.9007,2018
240030,0.9007,2018
240036,1.0271,2018
240038,1.1081,2018
240040,1.0178,2018
240043,0.9007,2018
240044,0.9076,2018
240047,1.0857,2018
240050,1.1081,2018
240052,0.9007,2018
240053,1.1081,2018
240056,1.1081,2018
240057,1.1081,2018
240059,1.1081,2018
240061,1.3425,2018
240063,1.1081,2018
240064,0.9173,2018
240066,1.1081,2018
240069,1.0857,2018
240071,1.2938,2018
240075,1.0857,2018
240076,1.1081,2018
240078,1.1081,2018
240080,1.1081,2018
240084,1.0178,2018
240088,1.0271,2018
240093,1.0857,2018
240100,0.9007,2018
240101,0.9194,2018
240104,1.1081,2018
240106,1.1081,2018
240115,1.1081,2018
240117,0.9786,2018
240132,1.1081,2018
240141,1.1081,2018
240166,0.9007,2018
240187,1.0857,2018
240196,1.1081,2018
240206,1.4448,2018
240207,1.1081,2018
240210,1.1081,2018
240213,1.1081,2018
240214,1.1081,2018
250001,0.7954,2018
250002,0.7388,2018
250004,0.8516,2018
250006,0.7388,2018
250007,0.8179,2018
250009,0.8516,2018
250012,0.8759,2018
250015,0.7388,2018
250017,0.7388,2018
250018,0.7388,2018
250019,0.8179,2018
250020,0.7388,2018
250025,0.7388,2018
250027,0.7388,2018
250031,0.7711,2018
250034,0.8516,2018
250036,0.7388,2018
250038,0.7954,2018
250040,0.8179,2018
250042,0.8516,2018
250043,0.7388,2018
250044,0.7388,2018
250048,0.7954,2018
250049,0.7388,2018
250050,0.7388,2018
250057,0.7486,2018
250058,0.7442,2018
250060,0.7711,2018
250061,0.8516,2018
250067,0.7563,2018
250069,0.7563,2018
250072,0.7954,2018
250077,0.7388,2018
250078,0.7805,2018
250079,0.7711,2018
250081,0.7711,2018
250082,0.7711,2018
250084,0.7388,2018
250085,0.7497,2018
250093,0.7388,2018
250094,0.7805,2018
250095,0.7388,2018
250096,0.7954,2018
250097,0.7523,2018
250099,0.7711,2018
250100,0.7563,2018
250102,0.7954,2018
250104,0.7711,2018
250117,0.7708,2018
250122,0.7388,2018
250123,0.8179,2018
250124,0.7954,2018
250126,0.8759,2018
250127,1.4448,2018
250128,0.7518,2018
250134,0.7954,2018
250136,0.7954,2018
250138,0.7954,2018
250141,0.8759,2018
250151,0.7388,2018
250152,0.7954,2018
250162,0.8179,2018
250167,0.8759,2018
250168,0.7388,2018
260001,0.8614,2018
260004,0.7715,2018
260005,0.9007,2018
260006,0.9731,2018
260009,0.9132,2018
260011,0.8494,2018
260015,0.7715,2018
260017,0.8494,2018
260020,0.9007,2018
260022,0.8247,2018
260023,0.9007,2018
260024,0.7715,2018
260025,0.9007,2018
260027,0.9132,2018
260032,0.9007,2018
260034,0.7715,2018
260040,0.8502,2018
260047,0.8494,2018
260048,0.9132,2018
260050,0.9731,2018
260052,0.9007,2018
260057,0.9132,2018
260059,0.7752,2018
260061,0.7715,2018
260062,0.9132,2018
260064,0.8494,2018
260065,0.8502,2018
260068,0.8275,2018
260070,0.7715,2018
260074,0.8275,2018
260077,0.9007,2018
260078,0.8348,2018
260080,0.7715,2018
260081,0.9007,2018
260085,0.9132,2018
260091,0.9007,2018
260094,0.8348,2018
260095,0.9132,2018
260096,0.9132,2018
260097,0.9132,2018
260102,0.9132,2018
260104,0.9007,2018
260105,0.9007,2018
260108,0.9007,2018
260110,0.8295,2018
260113,0.8288,2018
260116,0.7831,2018
260119,0.8295,2018
260137,0.7715,2018
260138,0.9132,2018
260141,0.8275,2018
260142,0.7715,2018
260147,0.7857,2018
260160,0.7715,2018
260162,0.9007,2018
260163,0.7831,2018
260175,0.9132,2018
260176,0.9007,2018
260177,0.9132,2018
260179,0.9007,2018
260180,0.9007,2018
260183,0.8295,2018
260186,0.8494,2018
260190,0.9132,2018
260191,0.9007,2018
260193,0.9132,2018
260195,0.7715,2018
260200,0.9007,2018
260207,0.8502,2018
260209,0.8494,2018
260210,0.9007,2018
260211,0.9132,2018
260214,0.9132,2018
260216,0.9132,2018
260219,0.9007,2018
260227,0.7715,2018
260230,0.9007,2018
270003,1,2018
270004,1,2018
270012,1,2018
270014,1,2018
270017,1,2018
270023,1,2018
270032,1,2018
270049,1,2018
270051,1,2018
270057,1,2018
270074,1.4448,2018
270086,1,2018
270087,1,2018
270089,1,2018
280003,0.951,2018
280009,0.9054,2018
280013,0.9305,2018
280020,0.951,2018
280023,0.951,2018
280030,0.9305,2018
280032,0.9054,2018
280040,0.9305,2018
280060,0.9305,2018
280061,0.9076,2018
280065,0.9782,2018
280077,0.9305,2018
280081,0.9305,2018
280105,0.9305,2018
280111,0.8644,2018
280125,0.8644,2018
280127,0.951,2018
280128,0.951,2018
280129,0.9305,2018
280130,0.9305,2018
280131,0.9305,2018
280132,0.9305,2018
280133,0.9305,2018
280134,0.8644,2018
280135,0.951,2018
290001,1,2018
290002,1.0247,2018
290003,1.1995,2018
290005,1.1995,2018
290006,1,2018
290007,1.1995,2018
290008,1,2018
290009,1.202,2018
290012,1.1995,2018
290019,1.0606,2018
290020,1,2018
290021,1.1995,2018
290022,1.1995,2018
290032,1,2018
290039,1.1995,2018
290041,1.1995,2018
290042,1.1995,2018
290045,1.1995,2018
290046,1.1995,2018
290047,1.1995,2018
290049,1,2018
290051,1.0606,2018
290053,1.1995,2018
290054,1.1995,2018
290056,1.1995,2018
300001,1.1482,2018
300003,1.1482,2018
300005,1.1482,2018
300011,1.1685,2018
300012,1.1685,2018
300014,1.1482,2018
300017,1.1807,2018
300018,1.1482,2018
300019,1.1482,2018
300020,1.1685,2018
300023,1.1482,2018
300029,1.1807,2018
300034,1.1685,2018
310001,1.287,2018
310002,1.2727,2018
310003,1.287,2018
310005,1.1416,2018
310006,1.287,2018
310008,1.287,2018
310009,1.2727,2018
310010,1.287,2018
310011,1.1136,2018
310012,1.287,2018
310014,1.1136,2018
310015,1.2727,2018
310016,1.287,2018
310017,1.2727,2018
310019,1.287,2018
310021,1.1378,2018
310022,1.1136,2018
310024,1.1416,2018
310025,1.287,2018
310027,1.1416,2018
310028,1.2727,2018
310029,1.1136,2018
310031,1.1136,2018
310032,1.1136,2018
310034,1.287,2018
310038,1.287,2018
310039,1.287,2018
310040,1.287,2018
310041,1.287,2018
310044,1.1378,2018
310045,1.287,2018
310047,1.1821,2018
310048,1.1416,2018
310050,1.2727,2018
310051,1.2727,2018
310052,1.287,2018
310054,1.2727,2018
310057,1.1136,2018
310058,1.287,2018
310060,1.1136,2018
310061,1.1136,2018
310064,1.2727,2018
310069,1.1136,2018
310070,1.287,2018
310073,1.287,2018
310074,1.287,2018
310075,1.287,2018
310076,1.2727,2018
310081,1.1136,2018
310083,1.2727,2018
310084,1.287,2018
310086,1.1136,2018
310091,1.1136,2018
310092,1.2727,2018
310096,1.2727,2018
310108,1.287,2018
310110,1.1378,2018
310111,1.287,2018
310112,1.287,2018
310113,1.287,2018
310115,1.1136,2018
310118,1.287,2018
310119,1.2727,2018
310130,1.287,2018
320001,0.9305,2018
320002,1.1047,2018
320003,0.9305,2018
320004,0.8311,2018
320005,0.892,2018
320006,0.9111,2018
320009,0.9305,2018
320011,0.9305,2018
320013,0.8311,2018
320016,0.8311,2018
320017,0.9305,2018
320018,0.8691,2018
320021,0.9305,2018
320022,0.8311,2018
320030,0.8311,2018
320033,0.9305,2018
320038,0.8311,2018
320057,1.4448,2018
320058,1.4448,2018
320059,1.4448,2018
320060,1.4448,2018
320061,1.4448,2018
320062,1.4448,2018
320063,0.8311,2018
320065,0.9093,2018
320067,0.8311,2018
320070,1.4448,2018
320074,0.9305,2018
320084,0.8311,2018
320085,0.8691,2018
320086,0.8311,2018
320089,0.9111,2018
330002,1.2948,2018
330003,0.8683,2018
330004,1.0038,2018
330005,1.0451,2018
330006,1.3362,2018
330008,0.8946,2018
330009,1.3362,2018
330011,0.8683,2018
330013,0.8683,2018
330014,1.3362,2018
330019,1.3362,2018
330023,1.2786,2018
330024,1.287,2018
330027,1.3362,2018
330028,1.287,2018
330030,0.8772,2018
330033,0.8683,2018
330037,0.8772,2018
330038,0.8772,2018
330043,1.3362,2018
330044,0.9309,2018
330045,1.3362,2018
330046,1.3362,2018
330047,0.8683,2018
330049,1.2786,2018
330055,1.3362,2018
330056,1.287,2018
330057,0.8683,2018
330058,0.8772,2018
330059,1.3362,2018
330061,1.3362,2018
330064,1.287,2018
330065,1.0451,2018
330067,1.1289,2018
330073,0.8772,2018
330074,0.8772,2018
330078,1.0451,2018
330079,1.0066,2018
330080,1.3362,2018
330084,0.8683,2018
330085,0.8683,2018
330086,1.3362,2018
330088,1.3362,2018
330090,0.8683,2018
330094,0.9307,2018
330096,0.8683,2018
330100,1.287,2018
330101,1.3362,2018
330102,1.0451,2018
330103,0.894,2018
330104,1.287,2018
330106,1.3362,2018
330107,1.3362,2018
330108,0.8683,2018
330111,1.0451,2018
330115,0.9912,2018
330119,1.3362,2018
330125,0.8772,2018
330126,1.287,2018
330127,1.3362,2018
330128,1.3362,2018
330132,0.894,2018
330135,1.287,2018
330136,0.9658,2018
330140,0.9912,2018
330141,1.3362,2018
330144,0.8683,2018
330151,0.8683,2018
330153,0.8683,2018
330157,0.8683,2018
330158,1.287,2018
330160,1.287,2018
330162,1.3362,2018
330163,1.0451,2018
330164,1.0094,2018
330166,0.8683,2018
330167,1.3362,2018
330169,1.3362,2018
330175,0.9051,2018
330180,0.8683,2018
330181,1.3362,2018
330182,1.3362,2018
330184,1.3362,2018
330185,1.3362,2018
330188,1.0451,2018
330191,0.9154,2018
330193,1.3362,2018
330194,1.3362,2018
330195,1.3362,2018
330196,1.287,2018
330197,0.9711,2018
330198,1.3362,2018
330199,1.287,2018
330201,1.287,2018
330202,1.287,2018
330203,0.9912,2018
330204,1.287,2018
330205,1.287,2018
330208,1.3362,2018
330211,0.8683,2018
330214,1.287,2018
330215,0.9658,2018
330218,0.9912,2018
330219,1.0451,2018
330221,1.287,2018
330222,0.9154,2018
330223,0.8683,2018
330224,1.1289,2018
330226,0.8772,2018
330229,0.8683,2018
330231,1.3362,2018
330232,0.8683,2018
330233,1.287,2018
330234,1.3362,2018
330235,0.9658,2018
330236,1.287,2018
330238,0.8772,2018
330239,0.8683,2018
330240,1.287,2018
330241,0.9912,2018
330245,0.9309,2018
330246,1.3362,2018
330250,1.0066,2018
330259,1.3362,2018
330261,1.3362,2018
330264,1.287,2018
330265,0.8772,2018
330267,1.3362,2018
330268,0.8683,2018
330270,1.3362,2018
330273,1.2786,2018
330276,0.8683,2018
330277,0.8683,2018
330279,1.0451,2018
330285,1.0094,2018
330286,1.3362,2018
330304,1.3362,2018
330306,1.287,2018
330307,0.9331,2018
330316,1.287,2018
330331,1.3362,2018
330332,1.3362,2018
330340,1.3362,2018
330350,1.287,2018
330353,1.3362,2018
330372,1.3362,2018
330385,1.3362,2018
330386,1.1286,2018
330393,1.3362,2018
330394,0.8683,2018
330395,1.3362,2018
330396,1.287,2018
330397,1.287,2018
330399,1.3362,2018
330401,1.3362,2018
330403,0.8772,2018
330404,1.287,2018
330405,1.287,2018
330406,0.8683,2018
330408,0.8683,2018
330409,0.8683,2018
340001,0.9207,2018
340002,0.8864,2018
340003,0.7946,2018
340004,0.8717,2018
340008,0.7762,2018
340010,0.8885,2018
340013,0.9207,2018
340014,0.8823,2018
340015,0.9207,2018
340016,0.7762,2018
340017,0.8642,2018
340020,0.8091,2018
340021,0.9207,2018
340023,0.8864,2018
340024,0.795,2018
340027,0.8397,2018
340028,0.8885,2018
340030,0.9742,2018
340032,0.9207,2018
340036,0.9344,2018
340037,0.7965,2018
340039,0.9207,2018
340040,0.9298,2018
340041,0.8507,2018
340042,0.8162,2018
340047,0.8823,2018
340049,0.9742,2018
340050,0.8171,2018
340051,0.8507,2018
340053,0.9207,2018
340055,0.8507,2018
340060,0.8563,2018
340061,0.9742,2018
340064,0.7762,2018
340068,0.8462,2018
340069,0.9455,2018
340070,0.9244,2018
340071,0.8885,2018
340073,0.9455,2018
340075,0.8507,2018
340084,0.8102,2018
340085,0.8823,2018
340087,0.7841,2018
340090,0.9344,2018
340091,0.9244,2018
340096,0.8823,2018
340097,0.7946,2018
340098,0.9207,2018
340099,0.7762,2018
340106,0.7762,2018
340107,0.8616,2018
340109,0.8966,2018
340113,0.9207,2018
340114,0.9455,2018
340115,0.9244,2018
340116,0.9207,2018
340119,0.9207,2018
340120,0.7844,2018
340123,0.8717,2018
340126,0.8885,2018
340127,0.9244,2018
340129,0.9207,2018
340130,0.9207,2018
340131,0.9086,2018
340132,0.7762,2018
340133,0.7762,2018
340136,0.9244,2018
340141,0.865,2018
340142,0.784,2018
340143,0.9207,2018
340144,0.9207,2018
340145,0.9207,2018
340147,0.8885,2018
340148,0.8823,2018
340151,0.7958,2018
340153,0.9207,2018
340155,0.9742,2018
340156,1.4448,2018
340158,0.8227,2018
340159,0.9742,2018
340166,0.9207,2018
340168,0.865,2018
340171,0.9207,2018
340173,0.9455,2018
340183,0.9207,2018
340184,0.8642,2018
340186,0.8301,2018
340187,0.8823,2018
340188,0.8171,2018
340189,0.9207,2018
350002,1,2018
350006,1,2018
350011,1,2018
350015,1,2018
350019,1,2018
350063,1.4448,2018
350064,1.4448,2018
350070,1,2018
360001,0.937,2018
360002,0.8009,2018
360003,0.937,2018
360006,0.971,2018
360008,0.8055,2018
360009,0.9083,2018
360010,0.8203,2018
360011,0.9366,2018
360012,0.971,2018
360013,0.9083,2018
360014,0.9366,2018
360016,0.937,2018
360017,0.971,2018
360019,0.8737,2018
360020,0.8737,2018
360025,0.8737,2018
360026,0.8762,2018
360027,0.8737,2018
360029,0.8904,2018
360032,0.9083,2018
360035,0.971,2018
360036,0.8737,2018
360037,0.8982,2018
360039,0.9366,2018
360040,0.8609,2018
360041,0.8982,2018
360044,0.823,2018
360046,0.937,2018
360048,0.8904,2018
360051,0.8762,2018
360052,0.8762,2018
360054,0.8055,2018
360055,0.8737,2018
360056,0.937,2018
360058,0.8009,2018
360059,0.8982,2018
360064,0.8737,2018
360065,0.8737,2018
360066,0.9083,2018
360068,0.9261,2018
360070,0.8203,2018
360071,0.8064,2018
360072,0.971,2018
360074,0.8904,2018
360075,0.8982,2018
360076,0.937,2018
360077,0.8982,2018
360078,0.8076,2018
360079,0.937,2018
360080,0.8009,2018
360081,0.8904,2018
360082,0.8982,2018
360084,0.8737,2018
360085,0.971,2018
360086,0.937,2018
360087,0.8982,2018
360089,0.8009,2018
360090,0.8904,2018
360091,0.8982,2018
360092,0.971,2018
360095,0.8904,2018
360096,0.8009,2018
360098,0.8982,2018
360107,0.8113,2018
360109,0.8239,2018
360112,0.8904,2018
360113,0.937,2018
360118,0.9366,2018
360121,0.8904,2018
360123,0.8982,2018
360125,0.8737,2018
360131,0.8203,2018
360132,0.937,2018
360133,0.8762,2018
360134,0.937,2018
360137,0.8982,2018
360141,0.8737,2018
360143,0.8982,2018
360144,0.8982,2018
360145,0.8982,2018
360147,0.8009,2018
360148,0.8009,2018
360150,0.8737,2018
360151,0.8737,2018
360152,0.971,2018
360153,0.8009,2018
360155,0.8982,2018
360156,0.8113,2018
360159,0.9366,2018
360161,0.8086,2018
360163,0.937,2018
360170,0.971,2018
360172,0.8982,2018
360174,0.8762,2018
360175,0.9366,2018
360179,0.937,2018
360180,0.8982,2018
360185,0.8009,2018
360189,0.971,2018
360192,0.8982,2018
360195,0.8982,2018
360197,0.9366,2018
360203,0.8009,2018
360210,0.971,2018
360211,0.8039,2018
360212,0.8982,2018
360218,0.971,2018
360230,0.8982,2018
360234,0.937,2018
360236,0.937,2018
360238,0.8009,2018
360239,0.8762,2018
360241,0.8737,2018
360245,0.8737,2018
360247,0.971,2018
360259,0.8904,2018
360261,0.8457,2018
360262,0.8904,2018
360263,0.9083,2018
360266,0.971,2018
360269,0.937,2018
360270,0.8009,2018
360271,0.937,2018
360274,0.8762,2018
360276,0.8009,2018
360348,0.971,2018
360350,0.937,2018
360351,0.8737,2018
360352,0.8009,2018
360354,0.937,2018
360355,0.9175,2018
360358,0.971,2018
360359,0.8982,2018
360360,0.8762,2018
360361,0.8055,2018
360362,0.937,2018
370001,0.8845,2018
370002,0.8845,2018
370004,0.7768,2018
370006,0.8369,2018
370008,0.8977,2018
370011,0.8977,2018
370013,0.8977,2018
370014,0.8744,2018
370015,0.8325,2018
370016,0.9044,2018
370018,0.8325,2018
370019,0.772,2018
370020,0.8845,2018
370022,0.772,2018
370023,0.7749,2018
370025,0.8325,2018
370026,0.9044,2018
370028,0.8977,2018
370029,0.772,2018
370030,0.772,2018
370032,0.8977,2018
370034,0.8325,2018
370036,0.772,2018
370037,0.8977,2018
370039,0.8325,2018
370040,0.772,2018
370041,0.8325,2018
370047,0.8845,2018
370048,0.772,2018
370049,0.8845,2018
370051,0.772,2018
370054,0.8977,2018
370056,0.772,2018
370057,0.8325,2018
370065,0.7737,2018
370072,0.772,2018
370078,0.8845,2018
370080,0.772,2018
370083,0.772,2018
370089,0.772,2018
370091,0.8325,2018
370093,0.8977,2018
370094,0.8977,2018
370097,0.772,2018
370099,0.8845,2018
370100,0.772,2018
370103,0.772,2018
370106,0.8977,2018
370112,0.772,2018
370113,0.8614,2018
370114,0.8845,2018
370138,0.7743,2018
370139,0.7925,2018
370149,0.8845,2018
370153,0.777,2018
370156,0.7933,2018
370158,0.8977,2018
370166,0.8325,2018
370169,0.7755,2018
370170,1.4448,2018
370171,1.4448,2018
370172,1.4448,2018
370173,1.4448,2018
370178,0.772,2018
370180,1.4448,2018
370183,0.8325,2018
370190,0.8325,2018
370192,0.8977,2018
370199,0.8977,2018
370201,0.8977,2018
370202,0.8325,2018
370203,0.8977,2018
370206,0.8977,2018
370210,0.8325,2018
370211,0.8977,2018
370212,0.8977,2018
370214,0.7933,2018
370215,0.8977,2018
370216,0.8325,2018
370218,0.8325,2018
370220,0.8977,2018
370222,0.8977,2018
370225,0.8977,2018
370227,0.8325,2018
370228,0.8325,2018
370229,0.8845,2018
370233,0.8325,2018
370234,0.8977,2018
370235,0.8325,2018
370236,0.8977,2018
380001,1.161,2018
380002,1.0716,2018
380004,1.1737,2018
380005,1.0716,2018
380007,1.1737,2018
380009,1.1737,2018
380014,1.0869,2018
380017,1.1737,2018
380018,1.202,2018
380020,1.1464,2018
380021,1.1737,2018
380022,1.0869,2018
380025,1.1737,2018
380027,1.129,2018
380029,1.0831,2018
380033,1.1464,2018
380037,1.1737,2018
380038,1.1737,2018
380040,1.0716,2018
380047,1.152,2018
380050,1.0716,2018
380051,1.161,2018
380052,1.0716,2018
380056,1.0831,2018
380060,1.1737,2018
380061,1.1737,2018
380071,1.1737,2018
380075,1.0716,2018
380082,1.1737,2018
380089,1.1737,2018
380090,1.129,2018
380091,1.1737,2018
380102,1.1464,2018
380103,1.1737,2018
390B15,0.9909,2018
390B42,0.9909,2018
390001,0.9118,2018
390002,0.8704,2018
390003,0.8733,2018
390004,0.9468,2018
390006,0.8733,2018
390008,0.8042,2018
390009,0.7923,2018
390012,1.0301,2018
390013,0.9357,2018
390016,0.8447,2018
390019,0.9539,2018
390025,1.0816,2018
390026,1.0816,2018
390027,1.0816,2018
390028,0.8704,2018
390030,0.9357,2018
390031,0.8293,2018
390032,0.8704,2018
390035,1.0705,2018
390036,0.8704,2018
390037,0.8704,2018
390039,0.8058,2018
390041,0.8704,2018
390042,0.8704,2018
390044,0.9909,2018
390045,0.8733,2018
390046,0.9705,2018
390048,0.9451,2018
390049,1.1286,2018
390050,0.8704,2018
390052,0.8379,2018
390056,0.8454,2018
390057,1.0705,2018
390058,0.9468,2018
390061,0.9544,2018
390062,1.0394,2018
390063,0.7923,2018
390065,1.0731,2018
390066,0.9981,2018
390067,0.9468,2018
390068,0.9544,2018
390070,1.0705,2018
390071,0.9451,2018
390072,0.8733,2018
390073,1.0394,2018
390076,1.0205,2018
390079,0.8626,2018
390080,1.0816,2018
390081,1.0816,2018
390084,0.7923,2018
390086,0.8447,2018
390090,0.8704,2018
390091,0.8447,2018
390093,0.7999,2018
390096,0.9909,2018
390097,1.0301,2018
390100,0.9544,2018
390101,0.9705,2018
390102,0.8704,2018
390104,0.7972,2018
390107,0.8704,2018
390108,1.0301,2018
390110,0.8714,2018
390111,1.0816,2018
390112,0.8058,2018
390113,0.8009,2018
390114,0.8704,2018
390115,1.0816,2018
390116,1.0301,2018
390117,0.8495,2018
390118,0.7972,2018
390119,0.9118,2018
390123,1.0301,2018
390125,0.8197,2018
390127,1.0205,2018
390130,0.7923,2018
390132,1.0816,2018
390133,0.9909,2018
390137,0.9118,2018
390138,1.0894,2018
390139,1.0705,2018
390142,1.0816,2018
390145,0.8704,2018
390146,0.7923,2018
390147,0.8704,2018
390150,0.8007,2018
390151,1.0894,2018
390153,1.0705,2018
390156,1.0816,2018
390157,0.8704,2018
390160,0.8704,2018
390162,1.1286,2018
390163,0.8704,2018
390164,0.8704,2018
390168,0.8704,2018
390173,0.8526,2018
390174,1.0816,2018
390178,0.7929,2018
390179,1.0205,2018
390180,1.0816,2018
390183,0.9438,2018
390184,0.8704,2018
390185,0.9118,2018
390192,0.8292,2018
390194,0.9539,2018
390195,1.0705,2018
390197,0.9539,2018
390198,0.7923,2018
390199,0.7923,2018
390201,0.9947,2018
390203,1.0705,2018
390204,1.0816,2018
390211,0.8447,2018
390217,0.8704,2018
390219,0.8704,2018
390220,1.0205,2018
390222,1.0816,2018
390223,1.0816,2018
390225,0.9544,2018
390226,1.0816,2018
390228,0.8704,2018
390231,1.0301,2018
390233,0.9705,2018
390236,0.8052,2018
390237,0.9118,2018
390256,0.9468,2018
390258,1.0705,2018
390263,0.9539,2018
390265,0.8704,2018
390266,0.7923,2018
390267,0.8704,2018
390268,1.0123,2018
390270,0.9118,2018
390272,1.0301,2018
390278,1.0301,2018
390290,1.0816,2018
390302,1.0705,2018
390304,1.0816,2018
390307,0.7929,2018
390312,1.0816,2018
390313,0.9438,2018
390314,0.9539,2018
390316,0.9909,2018
390318,0.9539,2018
390321,0.9539,2018
390322,1.0705,2018
390323,0.8704,2018
390324,1.0301,2018
390325,0.9705,2018
390326,0.9825,2018
390327,0.9705,2018
390328,0.8704,2018
390329,1.0301,2018
400001,0.4211,2018
400003,0.4171,2018
400004,0.4211,2018
400005,0.4211,2018
