CCN,WI,Year
100291,0.8752,2017
100292,0.869,2017
100296,0.9525,2017
100298,0.8431,2017
100299,0.9571,2017
100302,0.8949,2017
100307,0.9073,2017
100313,0.8203,2017
100314,0.9525,2017
100315,0.8752,2017
100316,0.8752,2017
100317,0.8595,2017
100319,0.9005,2017
100320,0.8949,2017
100321,0.9073,2017
100322,1.0058,2017
100324,0.9604,2017
100325,0.8203,2017
110001,0.8522,2017
110002,0.9233,2017
110003,0.7798,2017
110004,0.8707,2017
110005,0.9233,2017
110006,0.9233,2017
110007,0.9104,2017
110008,0.9233,2017
110010,0.9233,2017
110011,0.9233,2017
110015,0.9233,2017
110016,0.9233,2017
110018,0.9233,2017
110023,0.9233,2017
110024,0.8328,2017
110025,0.8175,2017
110026,0.7975,2017
110027,0.762,2017
110028,0.8638,2017
110029,0.9331,2017
110030,0.9233,2017
110031,0.9233,2017
110032,0.7616,2017
110034,0.8638,2017
110035,0.9233,2017
110036,0.8328,2017
110038,0.7993,2017
110039,0.8638,2017
110040,0.9233,2017
110041,0.776,2017
110042,0.9233,2017
110043,0.8328,2017
110044,0.7702,2017
110045,0.9233,2017
110046,0.9233,2017
110050,0.8033,2017
110051,0.7425,2017
110052,0.8632,2017
110054,0.9233,2017
110059,0.8111,2017
110064,0.8256,2017
110069,0.8898,2017
110071,0.7425,2017
110073,0.7425,2017
110074,0.9233,2017
110075,0.8216,2017
110076,0.9233,2017
110078,0.9233,2017
110079,0.9233,2017
110082,0.9233,2017
110083,0.9233,2017
110086,0.7425,2017
110087,0.9233,2017
110089,0.7425,2017
110091,0.9233,2017
110092,0.7524,2017
110095,0.842,2017
110100,0.8005,2017
110101,0.7425,2017
110104,0.7789,2017
110105,0.842,2017
110107,0.936,2017
110109,0.7425,2017
110111,0.8638,2017
110112,0.7507,2017
110113,0.8638,2017
110115,0.9233,2017
110121,0.842,2017
110122,0.7993,2017
110124,0.7425,2017
110125,0.8898,2017
110128,0.8216,2017
110129,0.8256,2017
110130,0.7425,2017
110132,0.7627,2017
110135,0.7784,2017
110142,0.7651,2017
110143,0.9233,2017
110146,0.9073,2017
110150,0.8898,2017
110153,0.8898,2017
110161,0.9233,2017
110163,0.9104,2017
110164,0.936,2017
110165,0.9233,2017
110168,0.9233,2017
110177,0.8638,2017
110183,0.9233,2017
110184,0.9233,2017
110186,0.8256,2017
110187,0.9233,2017
110189,0.9233,2017
110190,0.7425,2017
110191,0.9233,2017
110192,0.9233,2017
110194,0.7425,2017
110198,0.9233,2017
110200,0.8256,2017
110201,0.936,2017
110203,0.9233,2017
110205,0.7662,2017
110209,0.7425,2017
110212,0.7892,2017
110215,0.9233,2017
110219,0.9233,2017
110225,0.9233,2017
110226,0.9233,2017
110229,0.9233,2017
110230,0.9233,2017
110233,0.9233,2017
110234,0.7507,2017
110235,0.8328,2017
120001,1.2226,2017
120002,1.1503,2017
120004,1.2226,2017
120005,1.1287,2017
120006,1.2226,2017
120007,1.2226,2017
120011,1.2226,2017
120014,1.2226,2017
120019,1.1287,2017
120022,1.2226,2017
120026,1.2226,2017
120028,1.1287,2017
130002,0.7481,2017
130003,1.0054,2017
130006,0.9199,2017
130007,0.9199,2017
130013,0.9199,2017
130014,0.9199,2017
130018,0.9215,2017
130025,0.7876,2017
130028,0.9459,2017
130049,1.0045,2017
130063,0.9199,2017
130065,0.9063,2017
130066,1.0045,2017
130067,1.0316,2017
140B10,1.0455,2017
140001,0.8608,2017
140002,0.8998,2017
140007,1.0373,2017
140008,1.0455,2017
140010,1.0455,2017
140011,0.8458,2017
140012,1.0174,2017
140013,0.8872,2017
140015,0.8998,2017
140018,1.0455,2017
140019,0.8458,2017
140026,0.8791,2017
140029,1.0373,2017
140030,1.0373,2017
140032,0.8998,2017
140033,1.0455,2017
140034,0.8998,2017
140040,0.9057,2017
140043,0.9057,2017
140046,0.8998,2017
140048,1.0455,2017
140049,1.0455,2017
140051,1.0455,2017
140052,0.8998,2017
140053,0.9192,2017
140054,1.0455,2017
140058,0.8998,2017
140059,0.8458,2017
140062,1.0455,2017
140063,1.0455,2017
140064,0.9057,2017
140065,1.0455,2017
140067,0.9127,2017
140068,1.0455,2017
140077,0.8998,2017
140080,1.0455,2017
140082,1.0455,2017
140083,1.0455,2017
140084,1.0455,2017
140088,1.0455,2017
140089,0.8458,2017
140091,0.9221,2017
140093,0.9399,2017
140095,1.0455,2017
140100,1.0455,2017
140101,1.0373,2017
140103,1.0455,2017
140110,1.0373,2017
140113,0.9221,2017
140114,1.0455,2017
140115,1.0455,2017
140116,1.0455,2017
140117,1.0455,2017
140118,1.0455,2017
140119,1.0455,2017
140120,0.8872,2017
140122,1.0373,2017
140124,1.0455,2017
140125,0.8998,2017
140127,0.9127,2017
140130,1.0455,2017
140133,1.0455,2017
140135,0.8841,2017
140137,0.8998,2017
140143,0.8458,2017
140145,0.8998,2017
140147,0.8458,2017
140148,0.9192,2017
140150,1.0455,2017
140151,1.0373,2017
140155,1.0373,2017
140158,1.0455,2017
140160,0.9782,2017
140161,1.0373,2017
140162,0.9127,2017
140164,0.8458,2017
140166,0.8841,2017
140167,0.8837,2017
140172,1.0455,2017
140174,1.0373,2017
140176,1.0455,2017
140177,1.0455,2017
140179,1.0455,2017
140180,1.0455,2017
140181,1.0455,2017
140182,1.0455,2017
140184,0.8458,2017
140185,0.8998,2017
140186,1.0373,2017
140187,0.8998,2017
140189,0.8458,2017
140191,1.0455,2017
140197,1.0455,2017
140200,1.0373,2017
140202,1.0455,2017
140206,1.0455,2017
140208,1.0455,2017
140209,0.8872,2017
140210,0.8458,2017
140211,1.0373,2017
140213,1.0373,2017
140217,1.0373,2017
140223,1.0455,2017
140224,1.0455,2017
140228,0.9954,2017
140231,1.0373,2017
140233,0.9954,2017
140234,0.8791,2017
140236,0.921,2017
140239,0.9954,2017
140240,1.0455,2017
140242,1.0373,2017
140250,1.0455,2017
140251,1.0455,2017
140252,1.0455,2017
140258,1.0455,2017
140275,0.9418,2017
140276,1.0455,2017
140280,0.9418,2017
140281,1.0455,2017
140286,1.0373,2017
140288,1.0373,2017
140289,0.8998,2017
140290,1.0455,2017
140291,1.0455,2017
140292,1.0373,2017
140294,0.8458,2017
140300,1.0455,2017
140301,1.0373,2017
140304,1.0373,2017
140306,0.9192,2017
150001,1.0107,2017
150002,1.0373,2017
150003,0.9755,2017
150004,1.0373,2017
150005,1.0107,2017
150006,0.9591,2017
150007,0.9108,2017
150008,1.0373,2017
150009,0.8864,2017
150010,0.9108,2017
150011,0.9961,2017
150012,0.9504,2017
150015,0.9591,2017
150017,0.8849,2017
150018,0.9318,2017
150021,0.8849,2017
150022,0.9961,2017
150023,0.9961,2017
150024,1.0107,2017
150026,0.9318,2017
150030,0.9961,2017
150033,1.0107,2017
150034,1.0373,2017
150035,0.9394,2017
150037,1.0107,2017
150038,1.0107,2017
150042,0.8738,2017
150044,0.8864,2017
150045,0.8082,2017
150046,0.9194,2017
150047,0.8849,2017
150048,0.924,2017
150051,0.9961,2017
150056,1.0107,2017
150057,1.0107,2017
150058,0.9504,2017
150059,1.0107,2017
150061,0.8082,2017
150064,0.8082,2017
150065,0.842,2017
150069,0.9365,2017
150072,0.8228,2017
150074,1.0107,2017
150075,0.8849,2017
150076,0.9318,2017
150082,0.9021,2017
150084,1.0107,2017
150086,0.924,2017
150088,1.0107,2017
150089,1.0076,2017
150090,1.0373,2017
150091,0.8849,2017
150097,1.0107,2017
150100,0.9021,2017
150101,0.8849,2017
150102,0.9394,2017
150104,1.0107,2017
150109,0.9755,2017
150112,0.9939,2017
150113,1.0107,2017
150115,0.8636,2017
150125,1.0373,2017
150126,1.0373,2017
150128,1.0107,2017
150129,1.0107,2017
150133,0.8821,2017
150146,0.8821,2017
150149,0.9021,2017
150150,0.8849,2017
150153,1.0107,2017
150154,1.0107,2017
150157,1.0107,2017
150158,1.0107,2017
150160,1.0107,2017
150161,1.0107,2017
150162,1.0107,2017
150163,0.8864,2017
150164,0.8919,2017
150165,1.0373,2017
150166,1.0373,2017
150167,0.8849,2017
150168,0.8849,2017
150169,1.0107,2017
150170,0.954,2017
150172,0.8864,2017
150173,0.9755,2017
150175,0.9021,2017
150176,0.8864,2017
150177,0.9504,2017
150179,1.0107,2017
150180,0.9318,2017
150181,1.0107,2017
150182,1.0107,2017
160001,0.9285,2017
160005,0.8143,2017
160008,0.8143,2017
160013,0.8789,2017
160016,0.8824,2017
160024,0.9285,2017
160028,0.9443,2017
160029,0.9439,2017
160030,0.9303,2017
160032,0.9285,2017
160033,0.9418,2017
160040,0.8613,2017
160045,0.9146,2017
160047,0.9443,2017
160057,0.9057,2017
160058,0.9439,2017
160064,0.8952,2017
160067,0.8613,2017
160069,0.8397,2017
160079,0.9146,2017
160080,0.9057,2017
160082,0.9285,2017
160083,0.9285,2017
160089,0.8143,2017
160101,0.9285,2017
160104,0.9418,2017
160110,0.8613,2017
160112,0.8143,2017
160117,0.8397,2017
160122,0.8143,2017
160124,0.8143,2017
160146,0.8679,2017
160147,0.8143,2017
160153,0.9443,2017
160157,0.9285,2017
170006,0.7958,2017
170009,0.9205,2017
170010,0.7998,2017
170012,0.8325,2017
170013,0.7599,2017
170014,0.9205,2017
170016,0.8674,2017
170017,0.846,2017
170020,0.8325,2017
170023,0.7599,2017
170027,0.7599,2017
170039,0.7599,2017
170040,0.9205,2017
170049,0.9205,2017
170058,0.9205,2017
170068,0.7958,2017
170074,0.8453,2017
170075,0.7599,2017
170086,0.8674,2017
170094,0.7599,2017
170103,0.846,2017
170104,0.9205,2017
170105,0.7599,2017
170109,0.9205,2017
170110,0.7599,2017
170120,0.7958,2017
170122,0.846,2017
170123,0.846,2017
170133,0.9205,2017
170137,0.9205,2017
170142,0.8674,2017
170145,0.7657,2017
170146,0.9205,2017
170150,0.7713,2017
170166,0.7599,2017
170175,0.8325,2017
170176,0.9205,2017
170180,0.9205,2017
170182,0.9205,2017
170183,0.846,2017
170185,0.9205,2017
170186,0.846,2017
170187,0.7599,2017
170188,0.9205,2017
170190,0.8055,2017
170191,0.7599,2017
170192,0.846,2017
170194,0.9205,2017
170195,0.9205,2017
170196,0.846,2017
170197,0.846,2017
170198,0.7599,2017
170199,0.9205,2017
170200,0.846,2017
170201,0.9205,2017
170202,0.846,2017
170203,0.7709,2017
180001,0.924,2017
180002,0.7909,2017
180004,0.7894,2017
180005,0.8193,2017
180009,0.8405,2017
180010,0.914,2017
180011,0.7894,2017
180012,0.8726,2017
180013,0.8944,2017
180016,0.7894,2017
180017,0.8289,2017
180018,0.7894,2017
180019,0.7894,2017
180020,0.7894,2017
180021,0.7894,2017
180024,0.7894,2017
180025,0.8726,2017
180027,0.7894,2017
180029,0.8863,2017
180035,0.924,2017
180036,0.8405,2017
180038,0.8636,2017
180040,0.8864,2017
180043,0.8863,2017
180044,0.8193,2017
180045,0.924,2017
180046,0.914,2017
180048,0.8726,2017
180049,0.8863,2017
180050,0.7913,2017
180051,0.8944,2017
180053,0.7894,2017
180056,0.9021,2017
180064,0.8092,2017
180066,0.8252,2017
180067,0.914,2017
180069,0.8193,2017
180070,0.7894,2017
180078,0.8193,2017
180079,0.8158,2017
180080,0.7894,2017
180087,0.7894,2017
180088,0.8864,2017
180092,0.914,2017
180093,0.7894,2017
180095,0.7894,2017
180101,0.914,2017
180102,0.8008,2017
180103,0.914,2017
180104,0.8008,2017
180105,0.7894,2017
180106,0.7894,2017
180115,0.7894,2017
180116,0.8336,2017
180117,0.7894,2017
180124,0.8944,2017
180127,0.924,2017
180128,0.7894,2017
180130,0.8864,2017
180132,0.8863,2017
180138,0.8864,2017
180139,0.7894,2017
180141,0.8864,2017
180143,0.914,2017
180149,0.7894,2017
190001,0.7764,2017
190002,0.7705,2017
190003,0.7705,2017
190004,0.8201,2017
190005,0.8201,2017
190006,0.7705,2017
190007,0.7224,2017
190008,0.8201,2017
190009,0.7883,2017
190011,0.7684,2017
190013,0.761,2017
190014,0.778,2017
190015,0.8452,2017
190017,0.778,2017
190019,0.7883,2017
190020,0.7919,2017
190025,0.7389,2017
190026,0.7883,2017
190027,0.7224,2017
190033,0.7489,2017
190034,0.7224,2017
190036,0.8201,2017
190039,0.8201,2017
190040,0.8201,2017
190041,0.9203,2017
190044,0.7705,2017
190045,0.8201,2017
190046,0.8201,2017
190050,0.7277,2017
190053,0.7489,2017
190054,0.7705,2017
190060,0.7925,2017
190064,0.7919,2017
190065,0.7919,2017
190078,0.7705,2017
190079,0.8201,2017
190081,0.7224,2017
190086,0.8935,2017
190088,0.7224,2017
190090,0.7224,2017
190098,0.9203,2017
190099,0.7545,2017
190102,0.7705,2017
190106,0.7224,2017
190111,0.9203,2017
190114,0.7385,2017
190116,0.741,2017
190118,0.9203,2017
190122,0.7919,2017
190125,0.7684,2017
190128,0.7919,2017
190133,0.7224,2017
190135,0.8201,2017
190140,0.7326,2017
190144,0.9203,2017
190145,0.7441,2017
190146,0.8201,2017
190151,0.7369,2017
190155,0.778,2017
190160,0.7684,2017
190161,0.761,2017
190164,0.7925,2017
190167,0.7883,2017
190175,0.8201,2017
190176,0.8201,2017
190177,0.8201,2017
190183,0.7224,2017
190184,0.7344,2017
190190,0.7344,2017
190191,0.7705,2017
190199,0.7919,2017
190201,0.761,2017
190202,0.7919,2017
190204,0.8201,2017
190205,0.7705,2017
190208,0.7376,2017
190218,0.749,2017
190236,0.9203,2017
190241,0.7224,2017
190242,0.8201,2017
190245,0.7684,2017
190246,0.7684,2017
190250,0.8201,2017
190251,0.7919,2017
190255,0.7705,2017
190256,0.8201,2017
190257,0.733,2017
190259,0.7705,2017
190261,0.7684,2017
190263,0.7705,2017
190266,0.7919,2017
190267,0.8201,2017
190268,0.7705,2017
190270,0.8201,2017
190273,0.7919,2017
190274,0.8201,2017
190278,0.9203,2017
190297,0.7224,2017
190298,0.7883,2017
190300,0.8201,2017
190303,0.8452,2017
190304,0.7705,2017
190307,0.761,2017
190308,0.8201,2017
190312,0.7764,2017
190313,0.8201,2017
200001,1.0121,2017
200002,0.8756,2017
200008,1.0359,2017
200009,1.0359,2017
200018,0.8525,2017
200019,1.0359,2017
200020,1.0359,2017
200021,1.0359,2017
200024,0.9699,2017
200025,1.0359,2017
200031,0.8525,2017
200033,1.0121,2017
200034,0.9699,2017
200037,0.8525,2017
200039,0.9699,2017
200040,1.0359,2017
200041,0.8525,2017
200050,1.0121,2017
200052,0.8525,2017
200063,0.8525,2017
210001,0.9059,2017
210002,0.9462,2017
210003,1.0175,2017
210004,0.9842,2017
210005,0.9456,2017
210006,0.9462,2017
210007,0.9462,2017
210008,0.9462,2017
210009,0.9462,2017
210011,0.9462,2017
210012,0.9462,2017
210013,0.9462,2017
210015,0.9462,2017
210016,0.9842,2017
210017,0.871,2017
210018,0.9842,2017
210019,0.981,2017
210022,0.9842,2017
210023,0.9505,2017
210024,0.9462,2017
210027,0.8685,2017
210028,0.9435,2017
210029,0.9462,2017
210030,0.9264,2017
210032,1.0905,2017
210033,0.9462,2017
210034,0.9462,2017
210035,1.0175,2017
210037,0.8842,2017
210038,0.9462,2017
210039,1.0175,2017
210040,0.9462,2017
210043,0.9505,2017
210044,0.9462,2017
210045,0.981,2017
210048,0.9534,2017
210049,0.9462,2017
210051,1.0175,2017
210054,1.0175,2017
210055,1.0175,2017
210056,0.9462,2017
210057,0.9842,2017
210058,0.9462,2017
210060,1.0175,2017
210061,0.981,2017
210062,1.0175,2017
210063,0.9462,2017
210064,0.9462,2017
210065,0.9842,2017
220B74,1.3242,2017
220001,1.2318,2017
220002,1.2318,2017
220008,1.2318,2017
220010,1.1836,2017
220011,1.2318,2017
220012,1.2799,2017
220015,1.1836,2017
220016,1.1836,2017
220017,1.3242,2017
220019,1.2318,2017
220020,1.1883,2017
220024,1.1836,2017
220029,1.1836,2017
220030,1.1836,2017
220031,1.3242,2017
220033,1.1836,2017
220035,1.1836,2017
220036,1.3242,2017
220046,1.1836,2017
220049,1.2318,2017
220050,1.1836,2017
220051,1.1836,2017
220052,1.3242,2017
220058,1.2318,2017
220060,1.3242,2017
220062,1.2318,2017
220063,1.2318,2017
220065,1.1836,2017
220066,1.1836,2017
220067,1.3242,2017
220070,1.2318,2017
220071,1.3242,2017
220073,1.1883,2017
220074,1.2318,2017
220075,1.3242,2017
220077,1.1836,2017
220080,1.1836,2017
220082,1.2318,2017
220083,1.3242,2017
220084,1.2318,2017
220086,1.3242,2017
220088,1.3242,2017
220090,1.2318,2017
220095,1.2318,2017
220098,1.2318,2017
220100,1.3242,2017
220101,1.2318,2017
220105,1.2318,2017
220108,1.3242,2017
220110,1.3242,2017
220111,1.3242,2017
220116,1.3242,2017
220119,1.3242,2017
220126,1.3242,2017
220135,1.2799,2017
220163,1.2318,2017
220171,1.2318,2017
220174,1.1836,2017
220175,1.2318,2017
220176,1.2318,2017
220177,1.1836,2017
230B04,0.9881,2017
230002,0.9346,2017
230003,0.9275,2017
230004,0.9459,2017
230005,0.9346,2017
230013,1.0097,2017
230015,0.8862,2017
230017,1.009,2017
230019,1.0097,2017
230020,0.9346,2017
230021,0.9528,2017
230022,0.9922,2017
230024,0.9346,2017
230029,1.0097,2017
230030,0.9104,2017
230031,0.959,2017
230035,0.9275,2017
230036,0.9117,2017
230037,0.9739,2017
230038,0.9459,2017
230040,0.8305,2017
230041,1.014,2017
230046,0.9941,2017
230047,0.959,2017
230053,0.9346,2017
230054,0.9366,2017
230055,0.8305,2017
230058,0.8305,2017
230059,0.9459,2017
230066,0.9459,2017
230069,0.959,2017
230070,0.9117,2017
230071,1.0097,2017
230072,0.9275,2017
230075,0.9992,2017
230077,0.9117,2017
230078,0.8305,2017
230080,0.9117,2017
230081,0.8305,2017
230085,1.009,2017
230089,0.9346,2017
230092,0.9922,2017
230093,0.8539,2017
230095,0.85,2017
230096,0.9528,2017
230097,0.9104,2017
230099,0.9346,2017
230100,0.8305,2017
230104,0.9346,2017
230105,0.9117,2017
230108,0.8305,2017
230110,0.8305,2017
230113,0.9346,2017
230117,1.009,2017
230118,0.8447,2017
230121,0.9922,2017
230130,1.0097,2017
230132,1.1321,2017
230133,0.8305,2017
230141,1.1321,2017
230142,0.9346,2017
230144,0.9941,2017
230146,0.9346,2017
230151,1.0097,2017
230156,0.9941,2017
230165,0.9346,2017
230167,1.0494,2017
230174,0.9275,2017
230175,0.9346,2017
230176,0.9346,2017
230180,0.8349,2017
230193,1.0097,2017
230195,0.959,2017
230197,1.1321,2017
230207,1.0097,2017
230208,0.9275,2017
230212,0.9941,2017
230216,0.959,2017
230217,0.9992,2017
230222,0.9117,2017
230227,0.959,2017
230230,1.0494,2017
230236,0.9459,2017
230239,0.8305,2017
230241,0.959,2017
230244,0.9346,2017
230254,1.0097,2017
230259,0.9941,2017
230264,0.959,2017
230269,1.0097,2017
230270,0.9346,2017
230273,0.9346,2017
230275,0.9117,2017
230277,1.0097,2017
230278,0.9346,2017
230279,0.9346,2017
230297,0.9346,2017
230301,1.0097,2017
230302,1.0097,2017
230303,0.8305,2017
240001,1.0941,2017
240002,1.0087,2017
240004,1.0941,2017
240006,1.092,2017
240010,1.092,2017
240014,1.0941,2017
240018,1.0765,2017
240019,1.0087,2017
240020,1.0941,2017
240022,0.9057,2017
240030,0.9057,2017
240036,1.0337,2017
240038,1.0941,2017
240040,1.0087,2017
240043,0.9057,2017
240044,0.9126,2017
240047,1.0087,2017
240050,1.0941,2017
240052,0.9057,2017
240053,1.0941,2017
240056,1.0941,2017
240057,1.0941,2017
240059,1.0941,2017
240061,1.092,2017
240063,1.0941,2017
240064,0.9223,2017
240066,1.0941,2017
240069,1.092,2017
240071,1.092,2017
240075,1.0765,2017
240076,1.0941,2017
240078,1.0941,2017
240080,1.0941,2017
240084,1.0087,2017
240088,1.0337,2017
240093,1.0765,2017
240100,0.9057,2017
240101,0.9242,2017
240104,1.0941,2017
240106,1.0941,2017
240115,1.0941,2017
240117,0.9837,2017
240132,1.0941,2017
240141,1.0941,2017
240166,0.9057,2017
240187,1.0765,2017
240196,1.0941,2017
240206,1.4448,2017
240207,1.0941,2017
240210,1.0941,2017
240213,1.0941,2017
240214,1.0941,2017
250001,0.7723,2017
250002,0.7405,2017
250004,0.8392,2017
250006,0.7405,2017
250007,0.7562,2017
250009,0.8392,2017
250010,0.7405,2017
250012,0.8696,2017
250015,0.7405,2017
250017,0.7405,2017
250018,0.7405,2017
250019,0.7562,2017
250020,0.7405,2017
250025,0.7405,2017
250027,0.7405,2017
250031,0.7566,2017
250034,0.8392,2017
250036,0.7584,2017
250038,0.7723,2017
250040,0.7562,2017
250042,0.8392,2017
250043,0.7405,2017
250044,0.7405,2017
250048,0.7723,2017
250049,0.7405,2017
250050,0.7405,2017
250051,0.7405,2017
250057,0.7503,2017
250058,0.7459,2017
250060,0.7566,2017
250061,0.7405,2017
250067,0.7546,2017
250069,0.7546,2017
250072,0.7723,2017
250077,0.7405,2017
250078,0.795,2017
250079,0.7566,2017
250081,0.7566,2017
250082,0.7566,2017
250084,0.7405,2017
250085,0.7514,2017
250093,0.8392,2017
250094,0.795,2017
250095,0.7405,2017
250096,0.7723,2017
250097,0.778,2017
250099,0.7566,2017
250100,0.7546,2017
250102,0.7723,2017
250104,0.7566,2017
250117,0.7725,2017
250122,0.7405,2017
250123,0.7562,2017
250124,0.7723,2017
250126,0.8696,2017
250127,1.4448,2017
250128,0.7535,2017
250134,0.7723,2017
250136,0.7723,2017
250138,0.7818,2017
250141,0.8696,2017
250151,0.7405,2017
250152,0.7723,2017
250162,0.7562,2017
250163,0.7526,2017
250166,0.7405,2017
250167,0.8696,2017
250168,0.7405,2017
260001,0.8642,2017
260004,0.8024,2017
260005,0.8998,2017
260006,0.8024,2017
260009,0.8442,2017
260011,0.8553,2017
260015,0.8024,2017
260017,0.8442,2017
260020,0.8998,2017
260022,0.8191,2017
260023,0.8998,2017
260024,0.8024,2017
260025,0.8998,2017
260027,0.9205,2017
260032,0.8998,2017
260034,0.8024,2017
260040,0.8239,2017
260047,0.8024,2017
260048,0.9205,2017
260050,0.9766,2017
260052,0.8998,2017
260057,0.9205,2017
260059,0.8061,2017
260061,0.8024,2017
260062,0.9205,2017
260064,0.8442,2017
260065,0.8239,2017
260068,0.8191,2017
260070,0.8024,2017
260074,0.8442,2017
260077,0.8998,2017
260078,0.8239,2017
260080,0.8024,2017
260081,0.8998,2017
260085,0.9205,2017
260091,0.8998,2017
260094,0.8239,2017
260095,0.9205,2017
260096,0.9205,2017
260097,0.9205,2017
260102,0.9205,2017
260104,0.8998,2017
260105,0.8998,2017
260108,0.8998,2017
260110,0.8173,2017
260113,0.8336,2017
260116,0.814,2017
260119,0.8024,2017
260137,0.8024,2017
260138,0.9205,2017
260141,0.8191,2017
260142,0.8024,2017
260147,0.8166,2017
260160,0.8024,2017
260162,0.8998,2017
260163,0.814,2017
260175,0.8024,2017
260176,0.8998,2017
260177,0.9205,2017
260179,0.8998,2017
260180,0.8998,2017
260183,0.8998,2017
260186,0.8442,2017
260190,0.9205,2017
260191,0.8998,2017
260193,0.9205,2017
260195,0.8024,2017
260200,0.8998,2017
260207,0.8239,2017
260209,0.8553,2017
260210,0.8998,2017
260211,0.9205,2017
260214,0.9205,2017
260216,0.9205,2017
260219,0.8998,2017
260227,0.8024,2017
260230,0.8998,2017
270003,1,2017
270004,1,2017
270012,1,2017
270014,1,2017
270017,1,2017
270023,1,2017
270032,1,2017
270049,1,2017
270051,1,2017
270057,1,2017
270074,1.4448,2017
270086,1,2017
270087,1,2017
280003,0.9443,2017
280009,0.8909,2017
280013,0.9443,2017
280020,0.9339,2017
280023,0.9238,2017
280030,0.9443,2017
280032,0.8909,2017
280040,0.9443,2017
280060,0.9443,2017
280061,0.9029,2017
280065,0.9626,2017
280077,0.9443,2017
280081,0.9443,2017
280105,0.9443,2017
280111,0.8665,2017
280119,1.4448,2017
280125,0.8665,2017
280127,0.9339,2017
280128,0.9339,2017
280129,0.9443,2017
280130,0.9443,2017
280131,0.9443,2017
280132,0.9443,2017
280133,0.9443,2017
280134,0.8665,2017
280135,0.9339,2017
280136,0.9443,2017
290001,1,2017
290002,1.003,2017
290003,1.184,2017
290005,1.184,2017
290006,1,2017
290007,1.184,2017
290008,1,2017
290009,1.003,2017
290012,1.184,2017
290019,1.0398,2017
290020,1,2017
290021,1.184,2017
290022,1.184,2017
290032,1,2017
290039,1.184,2017
290041,1.184,2017
290042,1.184,2017
290045,1.184,2017
290046,1.184,2017
290047,1.184,2017
290049,1,2017
290051,1.0398,2017
290053,1.184,2017
290054,1.184,2017
300001,1.0923,2017
300003,1.0923,2017
300005,1.0923,2017
300011,1.1283,2017
300012,1.1283,2017
300014,1.0923,2017
300017,1.1739,2017
300018,1.0923,2017
300019,1.1041,2017
300020,1.1283,2017
300023,1.0923,2017
300029,1.1739,2017
300034,1.1283,2017
310001,1.2951,2017
310002,1.2743,2017
310003,1.2951,2017
310005,1.1358,2017
310006,1.2951,2017
310008,1.2951,2017
310009,1.2743,2017
310010,1.2951,2017
310011,1.144,2017
310012,1.2951,2017
310014,1.1358,2017
310015,1.2743,2017
310016,1.2951,2017
310017,1.2743,2017
310019,1.2951,2017
310021,1.1585,2017
310022,1.1384,2017
310024,1.1358,2017
310025,1.2951,2017
310027,1.1358,2017
310028,1.2743,2017
310029,1.1384,2017
310031,1.2743,2017
310032,1.144,2017
310034,1.2951,2017
310038,1.2951,2017
310039,1.2951,2017
310040,1.2951,2017
310041,1.2951,2017
310044,1.1585,2017
310045,1.2951,2017
310047,1.1835,2017
310048,1.1358,2017
310050,1.2743,2017
310051,1.2743,2017
310052,1.2951,2017
310054,1.2743,2017
310057,1.1358,2017
310058,1.2951,2017
310060,1.1358,2017
310061,1.1358,2017
310064,1.2743,2017
310069,1.1358,2017
310070,1.2951,2017
310073,1.2951,2017
310074,1.2951,2017
310075,1.2951,2017
310076,1.2743,2017
310081,1.1358,2017
310083,1.2743,2017
310084,1.2951,2017
310086,1.1384,2017
310091,1.1358,2017
310092,1.2743,2017
310096,1.2743,2017
310108,1.2951,2017
310110,1.1585,2017
310111,1.2951,2017
310112,1.2951,2017
310113,1.2951,2017
310115,1.1358,2017
310118,1.2951,2017
310119,1.2743,2017
310120,1.1358,2017
310130,1.2951,2017
320001,0.9305,2017
320002,1.0203,2017
320003,0.9305,2017
320004,0.8324,2017
320005,0.9165,2017
320006,0.9173,2017
320009,0.9305,2017
320011,0.9305,2017
320013,0.8324,2017
320016,0.8324,2017
320017,0.9305,2017
320018,0.8605,2017
320021,0.9305,2017
320022,0.8324,2017
320030,0.8957,2017
320033,0.9305,2017
320038,0.8324,2017
320057,1.4448,2017
320058,1.4448,2017
320059,1.4448,2017
320060,1.4448,2017
320061,1.4448,2017
320062,1.4448,2017
320063,0.8324,2017
320065,0.8957,2017
320067,0.8324,2017
320070,1.4448,2017
320074,0.9305,2017
320083,0.9173,2017
320084,0.8324,2017
320085,0.8605,2017
320086,0.8324,2017
320089,0.9173,2017
330002,1.3029,2017
330003,0.8879,2017
330004,1.0253,2017
330005,1.0369,2017
330006,1.3521,2017
330008,0.9143,2017
330009,1.3521,2017
330011,0.8879,2017
330013,0.8879,2017
330014,1.3521,2017
330019,1.3521,2017
330023,1.278,2017
330024,1.2951,2017
330027,1.3521,2017
330028,1.2951,2017
330030,0.8879,2017
330033,0.8879,2017
330037,0.8879,2017
330038,0.8879,2017
330043,1.3521,2017
330044,0.9091,2017
330045,1.3521,2017
330046,1.3521,2017
330047,0.8879,2017
330049,1.278,2017
330055,1.3521,2017
330056,1.2951,2017
330057,0.8879,2017
330058,0.8879,2017
330059,1.3521,2017
330061,1.3521,2017
330064,1.2951,2017
330065,1.0369,2017
330067,1.278,2017
330073,0.8879,2017
330074,0.8879,2017
330078,1.0369,2017
330079,1.0311,2017
